rec,rep,D,D_ends,D_theory,R,R_theory,R_theory2,H,kernelpixelVar,r_PixVar_rgb,g_PixVar_rgb,b_PixVar_rgb,y_PixVar_ycrcb,gray_PixVar_grayscale,h_PixVar_hsv,l_PixVar_lab,l_PixVar_luv,x_PixVar_xyz,y_PixVar_yuv,cr_PixVar_ycrcb,s_PixVar_hsv,a_PixVar_lab,u_PixVar_luv,y_PixVar_xyz,u_PixVar_yuv,cb_PixVar_ycrcb,v_PixVar_hsv,b_PixVar_lab,v_PixVar_luv,z_PixVar_xyz,v_PixVar_yuv,D_sfm,R_sfm,H_sfm
Reef_42_2021_08_18_SFM_4_08_DEM,1,1.867119093,1.855826767,1.855826767,1.166018954,1.013099659,1.04954898,0.757024549,7190.074179,3590.296651,4792.84579,5352.939619,31.51624823,4446.496658,4450.55821,33.37315502,41.76599809,6204.378485,79.5384772,52.37374524,2129.898654,25.86249549,25.82972476,4540.656225,22.53895715,4446.474795,1280.643144,4902.329208,4889.97376,3895.084188,4446.474795,2.191191885,2.48143693,1.160585743
Reef_42_2021_08_18_SFM_4_08_DEM,2,1.880726841,1.863702596,1.863702596,1.044073701,1.006405678,1.014078711,0.514262603,6436.095767,1912.453779,2018.208108,2041.767887,10.52334366,1973.183156,1992.792878,11.28205307,22.46993069,2403.558021,22.3047775,14.82887014,459.2137702,10.38177177,8.191494278,1984.741335,7.597055541,1973.189969,236.5322692,2018.109286,2015.53395,1768.02065,1973.189969,2.310314729,2.194389238,0.77750773
Reef_42_2021_08_18_SFM_4_08_DEM,3,1.836985569,1.83313038,1.83313038,1.103676918,1.011140122,1.02701997,0.754874832,6809.401996,2519.045182,2774.41295,2992.56373,20.0605558,2697.114924,2759.412322,21.22105228,35.77564228,3497.483757,36.27507773,23.99481745,1376.744654,13.21649742,12.52630464,2716.906068,14.03471373,2697.116377,949.825283,2888.83289,2884.673001,2413.558662,2697.116377,2.27340831,2.598706883,1.040723067
Reef_42_2021_08_18_SFM_4_08_DEM,4,1.883603052,1.856930958,1.856930958,1.062742859,1.00574166,1.014778296,0.498358177,7285.850421,3004.711029,3351.585462,3421.673699,11.97278261,3239.442097,3217.962699,13.98322012,22.24363392,4030.493443,22.64313735,14.88046187,1181.248501,12.08082748,8.32791741,3271.128432,8.226941025,3239.304139,1394.254453,3541.569215,3535.171853,2885.288335,3239.304139,2.427762786,2.714620225,0.751371726
Reef_42_2021_08_18_SFM_4_08_DEM,5,1.844621651,1.828546125,1.828546125,1.051830159,1.006811982,1.012203923,0.599099385,5763.988689,1224.065923,1290.705966,1298.820235,6.276694073,1259.104032,1287.232234,6.422438393,14.06166142,1527.951295,18.80719899,12.60125142,242.7389682,7.421856622,6.710007807,1267.329329,4.99322252,1259.103404,50.25642487,1226.771088,1226.028509,1127.558628,1259.103404,2.253594004,1.868826849,0.766507531
Reef_42_2021_08_18_SFM_4_08_DEM,6,1.80576186,1.777582474,1.777582474,1.058517737,1.009914204,1.018938721,0.863046951,6684.839254,2072.021896,2219.441626,2235.782181,14.21955723,2161.57249,2175.759713,14.58885196,27.29992476,2633.509815,21.11306365,13.99707828,452.956316,7.306255875,7.771671805,2177.318227,10.18804436,2161.570222,445.634377,2202.021046,2199.903867,1931.191493,2161.570222,2.226185811,2.253841039,1.140090849
Reef_42_2021_08_18_SFM_4_08_DEM,7,1.850656257,1.823208762,1.823208762,1.106506974,1.012828248,1.03056728,0.838743856,6877.898889,2743.922936,2824.832363,2801.714341,24.86397033,2763.505037,2699.581775,25.94944961,42.81072295,3306.534144,50.26328146,33.11915956,1387.609208,18.27075436,17.76221324,2779.588225,17.83536034,2763.49177,1153.014803,2914.675578,2910.455653,2476.132608,2763.49177,2.26250993,2.836642729,1.247076835
Reef_42_2021_08_18_SFM_4_08_DEM,8,1.810932978,1.78599993,1.78599993,1.102364997,1.012023133,1.026516108,0.923575708,6700.68312,2408.257523,2351.308326,2259.122065,28.85700797,2315.045076,2287.756128,27.02575182,47.08711757,2677.227592,65.1698852,42.79705812,917.0150961,18.24737525,23.23786282,2324.377991,21.02848023,2315.051692,1033.468205,2382.540306,2379.564603,2080.377367,2315.051692,2.234464747,2.498218397,1.187785568
Reef_42_2021_08_18_SFM_4_08_DEM,9,1.846574175,1.826288209,1.826288209,1.032016368,1.006061145,1.010952288,0.569451481,6021.347378,1459.671223,1472.958738,1485.482905,9.613286285,1456.528161,1472.060728,9.564549604,20.07178809,1748.420207,19.83186884,13.24203083,342.7305613,6.951057581,7.075230356,1460.45065,7.381598682,1456.532286,121.5364196,1437.016774,1435.943816,1311.741557,1456.532286,2.228680663,1.8815252,0.901220843
Reef_42_2021_08_18_SFM_4_08_DEM,10,1.889045203,1.875687868,1.875687868,1.062983505,1.011725588,1.02334611,0.668351729,6699.381298,2365.52217,2594.676612,2668.16567,17.83513866,2504.722394,2550.042208,20.12948356,38.00209785,3128.927071,41.87061658,27.67291956,718.0328205,21.74740431,16.1348338,2527.84219,12.43097412,2504.713521,690.2548567,2636.05991,2632.679287,2234.426825,2504.713521,2.245930424,2.266840075,0.979255443
Reef_42_2021_08_18_SFM_4_08_DEM,11,1.940442375,1.927685637,1.927685637,1.033137239,1.004743772,1.010883641,0.354389064,6649.350812,2183.967633,2593.298078,2731.040891,21.1167708,2453.596557,2537.426876,22.31735068,36.42819345,3195.635311,48.57614153,32.13065462,1141.54191,19.13428446,17.69942512,2491.377001,14.91039059,2453.60114,740.83531,2686.849126,2682.207906,2168.566932,2453.60114,2.370516927,2.041799905,0.579658308
Reef_42_2021_08_18_SFM_4_08_DEM,12,1.815291274,1.791612529,1.791612529,1.225094345,1.022410218,1.074860617,1.239815496,7688.831239,3118.19393,3808.151809,3756.936225,30.04215592,3554.497013,3477.326752,32.03149935,53.69175266,4430.043316,59.02636165,38.93354238,2493.79122,27.52499432,20.86041376,3626.05674,22.45724458,3554.433517,718.8074104,3901.484341,3893.823062,3112.917741,3554.433517,2.127446705,2.509947072,1.802715851
Reef_42_2021_08_18_SFM_4_08_DEM,13,1.835702806,1.803308188,1.803308188,1.034176338,1.00414687,1.007605959,0.509824444,6520.652703,1872.23004,1927.593129,1912.179217,7.49749155,1897.107023,1908.141067,8.104944085,17.32862069,2262.153409,17.00473302,11.35061778,590.2173699,7.63271176,6.209114038,1905.321447,5.904066433,1897.11276,59.93398184,1928.491216,1927.05619,1703.625217,1897.11276,2.401937211,2.320725594,0.583160363
Reef_42_2021_08_18_SFM_4_08_DEM,14,1.842878686,1.819314766,1.819314766,1.052748505,1.009590441,1.015787701,0.734474022,6679.969559,2272.581833,2400.627875,2396.190234,12.72066949,2338.267107,2366.754261,13.24954996,25.15046265,2827.836558,35.04965905,23.23325257,658.9212198,14.73684169,13.30124494,2354.5959,8.847181829,2338.285034,457.2870382,2433.718006,2431.015675,2091.990121,2338.285034,2.247920458,2.38469692,0.997096965
Reef_42_2021_08_18_SFM_4_08_DEM,15,1.850823783,1.822571303,1.822571303,1.057760248,1.007216715,1.014531915,0.629605776,6666.631585,2147.273589,2335.753882,2321.62741,12.14334392,2257.837928,2304.55506,12.85571156,25.10571946,2741.807886,28.2514143,18.80095193,600.0953113,13.31129692,10.89381292,2279.198312,8.211313583,2257.819762,456.2891139,2360.95242,2358.053223,2011.921492,2257.819762,2.293290455,2.073187716,0.768521592
Reef_42_2021_08_18_SFM_4_08_DEM,16,1.836924718,1.825514416,1.825514416,1.061936481,1.008983471,1.01561303,0.695636291,6673.848795,1977.565243,2038.701692,2054.334662,14.1767757,1997.230249,2017.275016,12.97888812,24.40776566,2423.089632,38.53035935,25.63710279,593.2048505,11.5444241,13.0618777,2007.639045,10.0006339,1997.244856,250.0138511,2020.874711,2019.073023,1791.792889,1997.244856,2.272320126,2.34729222,0.966343131
Reef_44_2022_05_17_SFM_4_11_DEM,1,2.207553311,2.217261088,2.217261088,1.967645829,1.084483049,1.391271984,0.559008543,7064.301001,2139.570979,2608.893197,2862.513411,20.45209504,2471.257883,2758.942762,20.93650811,38.07097691,3295.247015,37.87435214,25.07899959,521.0471959,10.09018059,12.9414556,2507.499842,15.30570231,2471.264506,365.748122,2552.513518,2551.411408,2185.094125,2471.264506,2.533380688,3.271190881,0.929477572
Reef_44_2022_05_17_SFM_4_11_DEM,2,2.182207299,2.190668272,2.190668272,1.840061458,1.114974928,1.336551089,0.720302352,7627.57696,2798.260584,3316.458381,3766.447481,28.57583945,3178.575737,3569.591181,27.65747758,50.47279848,4246.750416,49.78544374,32.82506624,474.3578452,9.925927114,16.29556751,3213.342478,21.3631845,3178.594559,375.1611924,3149.974535,3148.623277,2828.216281,3178.594559,2.441979929,3.453932822,1.056316227
Reef_44_2022_05_17_SFM_4_11_DEM,3,2.278277534,2.26059629,2.26059629,2.114588652,1.149597957,1.465484126,0.650054763,6932.719514,1848.109547,2227.568601,2386.799998,22.04546489,2108.294316,2298.894138,23.61102073,44.03187652,2765.018219,31.66335683,20.98846042,411.8259143,9.737634981,10.86451835,2140.233732,16.47906741,2108.314786,313.3291655,2154.490957,2153.097738,1862.098887,2108.314786,2.398150853,2.960983529,1.034163862
Reef_44_2022_05_17_SFM_4_11_DEM,4,2.240648825,2.242896131,2.242896131,2.253759926,1.186367922,1.571346125,0.778031343,6042.846321,1970.141336,2069.603078,2063.150156,23.13928384,2021.338452,2033.733558,23.25616233,47.96300934,2380.013725,19.07740211,12.74607646,274.4977445,6.028025267,6.208131312,2035.200263,16.67919982,2021.367895,157.2914845,1911.642302,1910.778555,1806.797576,2021.367895,2.290888336,3.300282929,1.141395628
Reef_44_2022_05_17_SFM_4_11_DEM,5,2.248360205,2.246471088,2.246471088,1.219750015,1.037076783,1.064406985,0.330844382,6543.909813,2241.839807,2547.213894,2687.861961,17.64664403,2453.330239,2674.730888,17.77855534,39.01243911,3065.468986,23.85009917,15.93453039,548.3053747,8.156768657,8.202759486,2478.181879,13.75384809,2453.329783,61.69535651,2464.611178,2463.297019,2183.32097,2453.329783,2.549591117,2.667967848,0.644944131
Reef_44_2022_05_17_SFM_4_11_DEM,6,2.097629189,2.118752086,2.118752086,1.42263501,1.060443966,1.151112856,0.66139693,7362.901446,3045.368286,3414.730902,3565.823201,20.34250016,3297.8952,3539.792639,20.1482998,42.81372568,4009.806666,32.5257469,21.5790792,604.9300589,9.82252159,11.04407089,3328.855023,15.6833989,3297.886372,224.9229065,3262.26576,3260.913886,2937.505803,3297.886372,2.412670683,3.61929639,1.148131639
Reef_44_2022_05_17_SFM_4_11_DEM,7,2.158170192,2.157298679,2.157298679,1.694469463,1.099799251,1.279166497,0.750653338,7376.200587,2589.526385,3035.694007,3384.710004,30.20237993,2911.817668,3277.126144,30.95389898,61.23472502,3833.478924,39.57063539,26.16678659,599.9126795,10.92698115,13.16085124,2943.585909,22.83637091,2911.857392,433.3004018,2937.864453,2936.612413,2589.882975,2911.857392,2.39048611,3.682533561,1.176846325
Reef_44_2022_05_17_SFM_4_11_DEM,8,2.196128286,2.205907261,2.205907261,2.136848472,1.171676493,1.495893155,0.846012276,7081.994895,2223.241323,2754.143095,2926.605466,36.63144072,2579.863483,2819.740542,39.04044345,76.50841561,3342.318514,43.16532962,28.62855631,525.4492701,15.00935294,14.76207866,2627.194875,27.2099818,2579.894851,422.1533441,2618.085959,2616.760963,2266.745417,2579.894851,2.444703287,4.093519782,1.143722653
Reef_44_2022_05_17_SFM_4_11_DEM,9,2.091415154,2.09103812,2.09103812,1.307103578,1.043748221,1.092710191,0.616897293,6758.228189,2465.823798,2875.945537,3157.154379,20.26902571,2762.907704,3086.888765,19.56960955,39.79167768,3577.476527,31.06889419,20.79168012,510.6265658,7.595776924,10.53683557,2791.684744,15.42277641,2762.920213,148.450252,2755.064668,2753.985166,2457.756948,2762.920213,2.46744649,3.14447523,0.92803365
Reef_44_2022_05_17_SFM_4_11_DEM,10,2.156618669,2.181040394,2.181040394,1.597207059,1.065657841,1.210349809,0.556191746,7534.852845,2327.268514,2856.791879,3162.451629,24.14372191,2704.528417,3072.641113,23.86480425,45.69063144,3578.180058,40.80371797,27.1136671,574.9546199,9.895535371,13.77764256,2744.175622,18.15579047,2704.553244,344.5148957,2746.891477,2746.081753,2390.72009,2704.553244,2.485399684,3.855179261,0.987564623
Reef_44_2022_05_17_SFM_4_11_DEM,11,2.135771327,2.140097063,2.140097063,1.454297605,1.04385718,1.175997081,0.521102945,7037.399003,2064.37497,2530.815242,2739.032998,20.4026434,2389.836525,2615.669774,20.78316893,38.70625282,3116.754839,35.86837838,23.79813653,356.2221903,9.623445547,12.43224176,2427.332427,15.19180836,2389.85456,281.7458281,2391.477111,2390.152358,2109.035343,2389.85456,2.522495674,3.269313115,0.787553549
Reef_44_2022_05_17_SFM_4_11_DEM,12,2.286384587,2.30134407,2.30134407,1.862849774,1.110517078,1.31943882,0.480713264,6880.639867,2142.90066,2420.828758,2486.44067,17.61373539,2324.412488,2428.419819,18.18171538,35.31712352,2871.622108,27.83540095,18.64246458,482.5593101,8.247891769,9.36707667,2350.89375,13.31223505,2324.436112,149.4677976,2299.133513,2298.17083,2064.738602,2324.436112,2.523817526,2.88800191,0.80257386
Reef_44_2022_05_17_SFM_4_11_DEM,13,2.106926943,2.105909887,2.105909887,1.619775545,1.067395406,1.231578182,0.731411276,7245.037755,2729.45798,2949.840805,3199.201685,29.70298658,2881.799215,2984.162115,29.31355941,54.93854198,3636.123862,40.7088689,27.25157427,560.6507944,8.795918509,12.81696517,2898.804806,22.00764388,2881.852571,237.9285293,2793.844285,2792.826511,2583.324512,2881.852571,2.319984406,2.691839424,1.156396091
Reef_44_2022_05_17_SFM_4_11_DEM,14,2.225958167,2.238188778,2.238188778,1.725602868,1.078006464,1.261406179,0.498797082,6435.045158,2348.877812,2528.865772,2498.295532,19.21385389,2451.611468,2462.113288,19.93236895,38.86775336,2853.476156,25.59507827,17.03086417,366.0290918,8.038819198,8.450800583,2473.370003,14.15091964,2451.647554,136.3154871,2344.582697,2343.653408,2184.574566,2451.647554,2.516017168,2.505687857,0.657616496
Reef_44_2022_05_17_SFM_4_11_DEM,15,2.149550628,2.147881427,2.147881427,1.720982961,1.073271617,1.286093186,0.660324266,6756.641522,2359.966282,2617.032026,2692.921644,17.57629178,2528.785203,2674.3359,18.87873949,41.40107853,3014.295122,24.86367492,16.62135608,460.5502468,11.64262887,8.800652146,2552.274797,13.64571444,2528.78919,69.83774545,2465.702362,2464.770682,2253.395426,2528.78919,2.423026646,3.206237549,0.991791487
Reef_44_2022_05_17_SFM_4_11_DEM,16,2.20094054,2.188746526,2.188746526,1.818015625,1.096354111,1.333009262,0.660876959,6963.249452,2329.806042,2881.313249,3126.313843,26.50261061,2712.465289,3014.961457,27.31405337,51.738308,3560.780784,44.90910559,29.76780716,525.2465047,12.56252188,15.3849053,2757.411983,19.87469585,2712.4753,442.2902344,2770.030692,2768.844803,2390.125267,2712.4753,2.510962718,3.270662762,0.955121219
Reef_43_2020_01_23_SFM_4_14_DEM,1,1.970220372,1.960280243,1.960280243,1.029374409,1.003680992,1.009296908,0.278757077,6847.11555,2536.449034,3007.559767,2896.972869,12.17015084,2830.788112,2898.129976,15.08498914,28.96273022,3405.900578,32.13816765,21.46759187,933.0650112,17.93510865,12.16315165,2880.902864,9.129106267,2830.790688,266.0006359,3003.855418,3000.428153,2489.052072,2830.790688,2.199484016,2.130982985,0.663726747
Reef_43_2020_01_23_SFM_4_14_DEM,2,1.771887371,1.724753013,1.724753013,1.065789963,1.006169002,1.021823108,0.816815916,6437.808302,2436.461341,2767.842692,2795.244297,16.16007593,2650.485088,2741.348046,19.44900853,34.55780531,3251.141753,27.30339548,18.29549724,868.3848639,14.16373923,10.71117778,2682.362281,11.78873044,2650.504053,140.3622701,2753.713682,2751.654123,2351.519843,2650.504053,1.892540809,1.761633671,1.410785437
Reef_43_2020_01_23_SFM_4_14_DEM,3,1.776039886,1.702965617,1.702965617,1.079966976,1.006457746,1.026251154,0.901325744,6285.853198,2356.976314,2616.990581,2903.855488,47.87562344,2534.514261,2656.486844,51.40207591,86.57426784,3309.918488,41.78716854,27.75046324,925.2324259,11.00739371,13.57182964,2555.504925,35.92148144,2534.528836,287.721796,2550.714489,2549.234067,2263.448372,2534.528836,1.89941683,2.657345309,1.666273057
Reef_43_2020_01_23_SFM_4_14_DEM,4,1.942084155,1.940287301,1.940287301,1.06875989,1.007785529,1.020755357,0.434934921,6964.465135,3066.790051,3685.831511,3981.043546,25.42410557,3496.063818,3869.046916,25.10267224,46.73274802,4567.707253,57.78595287,38.28320022,1467.311929,16.57980086,18.65671547,3546.32644,19.26133962,3496.059622,461.5716278,3767.722898,3761.130635,3093.00508,3496.059622,2.470195909,4.018975727,0.582660317
Reef_43_2020_01_23_SFM_4_14_DEM,5,1.817174705,1.773930672,1.773930672,1.198411553,1.020402741,1.063999319,1.257119247,8737.013568,2721.442023,3344.51181,3398.808837,31.2393143,3122.009719,3248.811528,39.02541552,56.190923,3978.39238,56.29120173,37.28373599,1692.17714,31.17524212,19.69966611,3183.694929,22.75509424,3122.006032,992.2915622,3525.996034,3520.741258,2738.972579,3122.006032,2.072324393,3.409352142,1.773749411
Reef_43_2020_01_23_SFM_4_14_DEM,6,1.908581407,1.895403408,1.895403408,1.180407229,1.020788404,1.056809042,0.833008722,7077.88509,2504.540603,2984.506409,2799.457619,29.70655684,2786.397473,2947.543345,35.23475664,63.00254078,3312.043723,37.99796569,25.20639352,1256.057318,24.92462127,15.65934224,2843.654781,22.95678503,2786.384761,219.2940594,2974.536189,2972.477997,2439.470416,2786.384761,2.111067683,1.843206031,1.515096784
Reef_43_2020_01_23_SFM_4_14_DEM,7,1.825836816,1.784526085,1.784526085,1.19714799,1.019535842,1.06029212,1.185515941,6837.58163,2725.140691,3050.442557,3380.07413,113.2791776,2920.915751,3034.228997,125.2641757,198.6392255,3855.345625,60.31930382,40.06133953,1436.039499,19.95952984,18.5075921,2956.344065,85.21868707,2920.912012,565.5523996,3029.92954,3027.922252,2591.967732,2920.912012,2.010029324,3.105162435,1.747624099
Reef_43_2020_01_23_SFM_4_14_DEM,8,1.944935266,1.903549544,1.903549544,1.043094682,1.003936428,1.009771618,0.350921949,6409.413689,3199.630247,3420.66593,3585.09249,21.48199173,3347.001886,3522.216768,24.36962311,46.41489635,4168.677225,34.72603778,23.09911574,2033.57952,15.47319084,11.46259368,3365.365871,16.46952656,3346.997713,230.0173823,3564.375117,3559.667606,3001.326898,3346.997713,2.422374229,3.709241854,0.635438323
Reef_43_2020_01_23_SFM_4_14_DEM,9,1.749247611,1.69643274,1.69643274,1.123500163,1.012305743,1.042160841,1.274559586,8003.343171,2637.606019,3153.179122,3289.96788,47.24317431,2969.998789,3117.465243,60.80389295,95.54411596,3826.006786,45.96161763,30.51829406,1386.911914,34.08953532,17.25571364,3020.151861,34.69910773,2969.995237,1007.586102,3293.846179,3289.245109,2619.332452,2969.995237,1.989591254,3.284060249,1.791155815
Reef_43_2020_01_23_SFM_4_14_DEM,10,1.806848829,1.771429013,1.771429013,1.099287697,1.014300318,1.032773154,1.060018786,6647.662915,2517.759671,2828.141157,2925.991248,36.40390256,2712.031304,2814.164339,41.35989301,64.76877506,3412.297984,39.18888437,26.08324597,920.9606926,17.84973582,14.04201623,2743.644705,27.61435059,2712.012885,251.7445988,2763.240518,2761.402249,2409.076432,2712.012885,1.936166818,1.684524842,1.468122125
Reef_43_2020_01_23_SFM_4_14_DEM,11,1.873151333,1.848635401,1.848635401,1.039076175,1.005932689,1.012029956,0.521381213,6301.83815,2667.827247,2986.916007,2957.445573,20.83048657,2863.104248,2951.934618,25.57397629,46.33731682,3461.424168,29.76715446,19.86550374,1104.54091,17.78132908,11.79133787,2897.296295,14.81633781,2863.145448,148.153294,2982.198385,2980.305352,2540.68701,2863.145448,1.994871197,1.722261086,0.968165457
Reef_43_2020_01_23_SFM_4_14_DEM,12,2.008474414,1.99783255,1.99783255,1.024137989,1.003492268,1.007754014,0.238371829,6069.1263,2804.946249,3219.875634,3099.86517,12.41841859,3058.33188,3109.319497,15.1439895,29.89104427,3628.218314,33.99762479,22.64017584,1480.569901,17.31123385,13.51827284,3103.636372,9.750556711,3058.329299,51.80533559,3196.221783,3193.540108,2700.143673,3058.329299,2.189991266,1.896269438,0.697459161
Reef_43_2020_01_23_SFM_4_14_DEM,13,1.792038001,1.752126048,1.752126048,1.040046709,1.005825867,1.01306154,0.721870645,6769.481523,2612.246369,2964.831773,2928.158602,21.61081244,2829.036572,2951.082421,26.57584767,40.77354966,3447.691933,33.0482572,21.99064524,1188.006847,16.9290726,12.36121263,2867.034133,15.4192796,2829.059578,331.4758309,3083.799888,3080.468661,2504.307448,2829.059578,2.074570852,1.908984343,0.875675857
Reef_43_2020_01_23_SFM_4_14_DEM,14,1.855265972,1.824480829,1.824480829,1.060848469,1.010432011,1.01929814,0.752586411,6474.180978,2614.702004,2972.054922,2967.721383,19.62042765,2838.004104,2969.217436,23.3699441,39.24552245,3483.310044,34.52413741,22.9938899,1200.654365,17.76004622,13.24250163,2874.791077,13.91978883,2838.044564,203.2302862,3015.673284,3012.859886,2514.737887,2838.044564,2.093359227,1.891233527,0.985583127
Reef_43_2020_01_23_SFM_4_14_DEM,15,1.885747035,1.872312175,1.872312175,1.048796958,1.006553931,1.015540246,0.504906173,6269.636493,2730.837368,2952.998266,3056.237182,21.43608023,2870.837349,2994.539504,26.17394814,48.10681454,3572.591653,34.33614393,22.85276246,1465.692073,20.48394199,12.61535568,2891.620373,15.49169751,2870.865925,247.541269,3055.303645,3051.69122,2567.814941,2870.865925,2.322806443,2.020791908,0.718115926
Reef_43_2020_01_23_SFM_4_14_DEM,16,1.904165898,1.883992346,1.883992346,1.073156104,1.008088086,1.024054883,0.538850353,7082.668493,2650.802806,3372.53819,3281.027765,17.29589946,3108.62794,3300.300274,19.99255887,35.41067665,3861.417977,55.12267669,36.7170021,1213.908037,27.19342584,20.07823723,3182.929216,12.05085002,3108.639582,488.7860714,3445.545053,3439.007506,2708.643648,3108.639582,2.221009803,1.960052982,0.703248918
Reef_9_2022_01_20_SFM_NERR_DEM,1,1.924031629,1.775492406,1.775492406,1.688237965,1.112492127,1.240260384,3.002072715,2963.872253,2461.436293,2403.870073,1988.799299,13.37647976,2364.285942,2128.16557,14.45220331,29.07874441,2387.598211,9.531869086,6.396880639,374.0129879,3.527104537,3.071341301,2379.704689,9.945157298,2364.272293,64.95191778,2211.38729,2210.712082,2110.827145,2364.272293,2.237876358,2.832097116,0.902416587
Reef_9_2022_01_20_SFM_NERR_DEM,2,1.798759745,1.628490435,1.628490435,2.840667478,1.148185895,1.926077328,5.783116892,4537.38448,2134.207194,2077.696004,1875.27819,15.49531696,2057.830796,1958.008573,16.26438167,32.42588571,2235.698647,15.74347651,10.57583343,465.3419895,5.814651094,5.07573187,2065.625352,11.1950835,2057.838344,73.84734688,1971.315251,1970.502404,1847.838256,2057.838344,2.5176324,2.576570693,0.41839844
Reef_9_2022_01_20_SFM_NERR_DEM,3,2.351904168,2.348555293,2.348555293,1.539106398,1.093884315,1.188000479,0.374705324,7037.559328,2689.622025,3020.255991,3016.793866,29.46663475,2890.771861,2963.397134,32.97396413,57.99796024,3548.94031,37.46331565,24.94432477,1274.584772,13.86711358,12.60767161,2927.487127,21.93550217,2890.788567,222.6592864,3053.012176,3050.635995,2562.124932,2890.788567,2.536838704,3.777929435,0.638367116
Reef_9_2022_01_20_SFM_NERR_DEM,4,2.322882154,2.315240893,2.315240893,1.586560069,1.079912729,1.214714425,0.386714724,8195.573172,4276.539152,4155.635531,3863.860745,52.99663485,4114.570029,3828.981256,58.25711211,96.56560448,4597.869356,52.04754533,34.47186392,2868.475451,13.28372354,14.70608007,4129.557376,39.61377854,4114.497204,344.3105809,4238.632158,4234.323408,3695.087054,4114.497204,2.500964316,3.390866517,0.567532659
Reef_9_2022_01_20_SFM_NERR_DEM,5,2.367605686,2.344428392,2.344428392,1.444594606,1.086829796,1.148228965,0.364927433,6479.509874,3784.744832,3810.567659,3469.490223,22.24909556,3743.002315,3589.098831,24.02323552,41.61439349,4130.407969,26.16464281,17.54010156,1475.966336,8.117208209,8.682915549,3765.584311,16.18981309,3742.909134,184.9223469,3774.771956,3772.028425,3347.75786,3742.909134,2.4993502,3.070471955,0.497529864
Reef_9_2022_01_20_SFM_NERR_DEM,6,1.788419543,1.615569337,1.615569337,5.447990217,1.142761727,3.68343223,5.928756771,6149.338264,3761.668066,3914.080055,3892.353202,19.14871188,3845.974853,3827.723212,21.19517896,34.53279438,4590.55289,25.56242535,17.0957945,1078.541397,9.673201976,8.92688088,3865.77794,13.67204448,3845.826264,289.4435575,3893.051113,3889.845913,3448.413107,3845.826264,2.382850683,2.822342872,0.560662031
Reef_9_2022_01_20_SFM_NERR_DEM,7,2.519419189,2.497606737,2.497606737,1.791550791,1.166723115,1.283924061,0.303020381,5260.177092,2671.949879,2437.573702,2341.706243,17.21730105,2480.141987,2354.706334,17.82210878,32.50244251,2774.712388,20.3589766,13.80002305,634.2247457,7.192599145,6.545727533,2468.829569,12.1953649,2479.985077,125.3389571,2351.491993,2350.709142,2257.095109,2479.985077,2.32707237,2.319575113,0.458835661
Reef_9_2022_01_20_SFM_NERR_DEM,8,2.454758312,2.45219126,2.45219126,1.62274319,1.120845639,1.220056701,0.298744109,6963.622324,4950.875152,4733.141416,4215.87849,30.85924756,4710.206399,4400.629165,33.31029503,58.18488377,4848.967125,35.58450352,23.88305482,1621.312087,11.55374496,10.7681851,4721.566354,22.4873536,4710.105052,186.4229398,4579.615146,4577.943985,4236.407354,4710.105052,2.526480023,3.577513806,0.50477612
Reef_9_2022_01_20_SFM_NERR_DEM,9,2.386612468,2.362039879,2.362039879,1.365269002,1.070901313,1.116913091,0.309049125,7005.976988,3799.69375,3781.78258,3477.529548,21.16666205,3730.101275,3578.583038,23.84802074,41.25501514,4127.958614,28.2936635,18.95418734,1744.537803,11.04363905,9.798467229,3747.161718,15.51475899,3729.896627,115.2279228,3799.39281,3796.932028,3344.411102,3729.896627,2.571031714,3.324565272,0.502518892
Reef_9_2022_01_20_SFM_NERR_DEM,10,2.315136613,2.329190239,2.329190239,1.324499291,1.070308206,1.129595923,0.344813947,7207.705741,2378.595744,2924.212714,2957.448769,23.39252631,2731.120549,2927.39878,27.0036193,41.33090581,3474.376055,49.42720022,32.76578212,2380.319692,17.82579228,16.53219058,2784.346746,17.43494641,2731.126495,465.565347,3143.002332,3137.17092,2394.138522,2731.126495,2.590053676,4.518518184,0.649116755
Reef_9_2022_01_20_SFM_NERR_DEM,11,2.469447332,2.463707142,2.463707142,1.491117291,1.101875967,1.172573814,0.262382951,6686.672496,2708.443287,3126.078405,2950.711509,30.45749788,2951.57407,2978.665718,36.28944384,59.50790168,3485.478515,35.16628923,23.42322278,1242.127188,14.78088654,12.39018742,3002.573745,22.44625015,2951.572077,302.1333221,3142.310645,3139.922516,2594.842328,2951.572077,2.698149424,3.647151526,0.439637661
Reef_9_2022_01_20_SFM_NERR_DEM,12,2.436174491,2.432913419,2.432913419,1.472690314,1.087907334,1.165348397,0.270279766,6954.797748,3602.25834,4195.383611,3852.422761,20.20244427,3948.832893,4008.765676,24.24307641,40.00031387,4515.225709,41.83942942,27.90972152,1087.342743,18.36744143,15.07886928,4020.770437,14.72811514,3948.845135,307.2243147,4156.172504,4153.983032,3464.898175,3948.845135,2.545072879,3.292503694,0.522307992
